university_name,category,business_name,review_count,stars,longitude,latitude,url,image_url
Brown University,Asian,Angkor Restaurant Express,3,3,-71.411408,41.822984,http://www.yelp.com/biz/angkor-restaurant-express-providence,http://s3-media4.px.yelpcdn.com/bphoto/vyqToHqfWYXYcThlq7T0LQ/ms.jpg
Brown University,Asian,Asian Paradise Restaurant,3,3.5,-71.401193,41.827781,http://www.yelp.com/biz/asian-paradise-restaurant-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Asian,Chinese Iron Wok of Ri,18,3,-71.399207,41.824975,http://www.yelp.com/biz/chinese-iron-wok-of-ri-providence,http://s3-media2.px.yelpcdn.com/bphoto/rkB_B62xjEyowiZPay-6ZA/ms.jpg
Brown University,Asian,Shanghai Restaurant,36,3,-71.400943,41.829235,http://www.yelp.com/biz/shanghai-restaurant-providence,http://s3-media3.px.yelpcdn.com/bphoto/HVUnhiuqAIRf2Dvj343zWg/ms.jpg
Brown University,American,Benders Caffe,2,2.5,-71.411408,41.822984,http://www.yelp.com/biz/benders-caffe-providence,http://s3-media4.px.yelpcdn.com/bphoto/riLWDBvj-38PP967VklFAA/ms.jpg
Brown University,American,Tazza,66,3,-71.41230011,41.82310104,http://www.yelp.com/biz/tazza-providence,http://s3-media1.px.yelpcdn.com/bphoto/tqF6RghJ485oe2Cl7FPYUw/ms.jpg
Brown University,European,La Creperie,63,3.5,-71.3996048,41.82791901,http://www.yelp.com/biz/la-creperie-providence,http://s3-media3.px.yelpcdn.com/bphoto/JaDeuxoObByZwIsS4PkqSg/ms.jpg
Brown University,American,Petit Mange,2,3.5,-71.411408,41.822984,http://www.yelp.com/biz/petit-mange-providence,http://s3-media2.px.yelpcdn.com/bphoto/nWQsJP8GbTlRvFw4dJp5XA/ms.jpg
Brown University,American,Amenities,3,3.5,-71.41339874,41.8246994,http://www.yelp.com/biz/amenities-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Uncategorized,Eddie & Sons Diner,9,4,-71.41130066,41.82310104,http://www.yelp.com/biz/eddie-and-sons-diner-providence,http://s3-media2.px.yelpcdn.com/bphoto/2PIU6H0kj0Ye4lo6TjPwaA/ms.jpg
Brown University,Uncategorized,Dugout Grille,2,3.5,-71.400943,41.829235,http://www.yelp.com/biz/dugout-grille-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Asian,Chinese Iron Wok Food Truck,3,4.5,-71.400525,41.827262,http://www.yelp.com/biz/chinese-iron-wok-food-truck-providence,http://s3-media2.px.yelpcdn.com/bphoto/xWnPZob6o1HSaS24TLn-xg/ms.jpg
Brown University,American,Cable Car Cinema,21,4.5,-71.40660095,41.82379913,http://www.yelp.com/biz/cable-car-cinema-providence,http://s3-media4.px.yelpcdn.com/bphoto/RN71cK4sot6yGwFE_benRA/ms.jpg
Brown University,American,Bagel Gourmet,14,4,-71.398748,41.823508,http://www.yelp.com/biz/bagel-gourmet-providence,http://s3-media2.px.yelpcdn.com/bphoto/iTmH6hdhbP2UKM7HS07k9w/ms.jpg
Brown University,American,Small Point Caf\u00e9,29,4,-71.4124762,41.8230043,http://www.yelp.com/biz/small-point-cafe-providence,http://s3-media1.px.yelpcdn.com/bphoto/QoX9jbV5XNC4CSXh9Yy49Q/ms.jpg
Brown University,American,Cafe Zog,25,2.5,-71.39969635,41.81940079,http://www.yelp.com/biz/cafe-zog-providence,http://s3-media3.px.yelpcdn.com/bphoto/97COIPr22AKoiSl2XFKHLg/ms.jpg
Brown University,American,Meeting Street Cafe,62,4,-71.401268,41.829438,http://www.yelp.com/biz/meeting-street-cafe-providence,http://s3-media4.px.yelpcdn.com/bphoto/_ZXbGjomZd2mUIVQ7A-fsw/ms.jpg
Brown University,Uncategorized,Haven Brothers,30,3,-71.412309,41.823989,http://www.yelp.com/biz/haven-brothers-providence,http://s3-media2.px.yelpcdn.com/bphoto/ApwRBXMIGGCFegPuIalbDw/ms.jpg
Brown University,European,Pot Au Feu,24,3,-71.40910339,41.82410049,http://www.yelp.com/biz/pot-au-feu-providence,http://s3-media3.px.yelpcdn.com/bphoto/uVU0xF5jIzwSlVHIP4D9gQ/ms.jpg
Brown University,European,XO Cafe,5,3,-71.409408,41.828387,http://www.yelp.com/biz/xo-cafe-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,European,Cafe Noir,34,3.5,-71.409408,41.828387,http://www.yelp.com/biz/cafe-noir-providence,http://s3-media3.px.yelpcdn.com/bphoto/JQ4GZ-RKvYdhiOHFGf4Xsg/ms.jpg
Brown University,Mediterranean,Andreas Restaurant,62,3.5,-71.400769,41.829102,http://www.yelp.com/biz/andreas-restaurant-providence,http://s3-media2.px.yelpcdn.com/bphoto/lNCJ3Ij3SoRp_i5-s389mw/ms.jpg
Brown University,Middle Eastern,Kabob and Curry,88,4,-71.40058,41.8289029,http://www.yelp.com/biz/kabob-and-curry-providence,http://s3-media4.px.yelpcdn.com/bphoto/htdbirfjGw-qF9c5iInHbA/ms.jpg
Brown University,Mediterranean,Capriccio,22,4,-71.408643,41.823757,http://www.yelp.com/biz/capriccio-providence,http://s3-media1.px.yelpcdn.com/bphoto/wrDJrrk6yY6Nl3QknFc9VQ/ms.jpg
Brown University,Mediterranean,Guido's Restaurant,14,3.5,-71.396561,41.821999,http://www.yelp.com/biz/guidos-restaurant-providence,http://s3-media2.px.yelpcdn.com/bphoto/rRJddtux2TYYEoIx71utEg/ms.jpg
Brown University,Asian,Mama Kim's Korean BBQ,25,4.5,-71.400536,41.8272819,http://www.yelp.com/biz/mama-kims-korean-bbq-providence,http://s3-media1.px.yelpcdn.com/bphoto/gSIjVB6SrNH_ykr9Ar2Siw/ms.jpg
Brown University,Asian,Caf\u00e9 Yuni,8,4,-71.39949799,41.81890106,http://www.yelp.com/biz/cafe-yuni-providence,http://s3-media4.px.yelpcdn.com/bphoto/4q5xdybY0QNVOtUuCi0E5Q/ms.jpg
Brown University,Asian,Solomon's Market,8,3.5,-71.401454,41.820161,http://www.yelp.com/biz/solomons-market-providence-2,http://s3-media2.px.yelpcdn.com/bphoto/xGIalBElHOITggh4aaPJtg/ms.jpg
Brown University,Asian,Soban,5,3,-71.4009171,41.8293044,http://www.yelp.com/biz/soban-providence,http://s3-media4.px.yelpcdn.com/bphoto/cB6AFgW515Y3zTMAUxumvg/ms.jpg
Brown University,Asian,Sura,13,3,-71.4122337,41.8231881,http://www.yelp.com/biz/sura-providence,http://s3-media2.px.yelpcdn.com/bphoto/hP3w5IO1Z7XzULVM9Q5nzg/ms.jpg
Brown University,Mediterranean,East Side Pockets,209,4.5,-71.4009512,41.8295851,http://www.yelp.com/biz/east-side-pockets-providence,http://s3-media1.px.yelpcdn.com/bphoto/x1Kc_V_IU24OOCWMczLIOw/ms.jpg
Brown University,Mexican,Chipotle,15,3.5,-71.4006111,41.8281263,http://www.yelp.com/biz/chipotle-providence,http://s3-media3.px.yelpcdn.com/bphoto/r_9I79ySK1C2TJSiahIgnQ/ms.jpg
Brown University,Middle Eastern,Zenobia,2,4,-71.399947,41.829078,http://www.yelp.com/biz/zenobia-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Middle Eastern,Taste of India,30,3,-71.39880371,41.81930161,http://www.yelp.com/biz/taste-of-india-providence,http://s3-media4.px.yelpcdn.com/bphoto/WNHMuxcEG5NQFtro-q9Cyg/ms.jpg
Brown University,American,Xtreme Pizza & Wings,3,2,-71.400786,41.829227,http://www.yelp.com/biz/xtreme-pizza-and-wings-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Mexican,Gordito Burrito,23,2.5,-71.4007392,41.8288805,http://www.yelp.com/biz/gordito-burrito-providence,http://s3-media2.px.yelpcdn.com/bphoto/ZmFIhYsNGuOT6iH2uugbWg/ms.jpg
Brown University,American,Adesso California Cafe,2,4,-71.400239,41.830083,http://www.yelp.com/biz/adesso-california-cafe-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,American,Via Via IV,6,3.5,-71.401509,41.828923,http://www.yelp.com/biz/via-via-iv-providence,http://s3-media1.px.yelpcdn.com/bphoto/f1KRSwmbVYVUB4y5-5ziwQ/ms.jpg
Brown University,American,Fellini Pizzeria,77,4,-71.39969635,41.81919861,http://www.yelp.com/biz/fellini-pizzeria-providence,http://s3-media2.px.yelpcdn.com/bphoto/Qt3pu_NvY3lfUUNyBYt3ag/ms.jpg
Brown University,American,Toledo Toledo Pizza In a Cone,10,2.5,-71.400571,41.8287819,http://www.yelp.com/biz/toledo-toledo-pizza-in-a-cone-providence,http://s3-media2.px.yelpcdn.com/bphoto/rHQER_rhPqzWPaQvkiUBBw/ms.jpg
Brown University,American,Antonio's Pizza,57,3.5,-71.400739,41.828881,http://www.yelp.com/biz/antonios-pizza-providence,http://s3-media3.px.yelpcdn.com/bphoto/g5lql-3-fBuZVjlQdCo-tQ/ms.jpg
Brown University,American,Nice Slice,85,4.5,-71.40058136,41.82897568,http://www.yelp.com/biz/nice-slice-providence,http://s3-media1.px.yelpcdn.com/bphoto/7cgqZuhwUOWXCXwxq4obrg/ms.jpg
Brown University,American,Geppetto's Grilled Pizzeria,21,3,-71.4128343,41.8239891,http://www.yelp.com/biz/geppettos-grilled-pizzeria-providence,http://s3-media3.px.yelpcdn.com/bphoto/xcWALdDeJ83iwFpc7oIDlQ/ms.jpg
Brown University,European,RiRa: The Irish Pub & Restaurant,40,3.5,-71.412626,41.826067,http://www.yelp.com/biz/rira-the-irish-pub-and-restaurant-providence,http://s3-media4.px.yelpcdn.com/bphoto/YZCDCG_2Ip5eRfsOgGJo-A/ms.jpg
Brown University,Uncategorized,Spats Restaurant & Pub,26,2.5,-71.400333,41.828104,http://www.yelp.com/biz/spats-restaurant-and-pub-providence,http://s3-media2.px.yelpcdn.com/bphoto/D7som5jsG7RHp1wFyJ03Fg/ms.jpg
Brown University,American,Hewtin's Dogs Mobile,18,4.5,-71.4128343,41.8239891,http://www.yelp.com/biz/hewtins-dogs-mobile-providence,http://s3-media4.px.yelpcdn.com/bphoto/NY-lxDVWbpQmogImzTlHyg/ms.jpg
Brown University,American,Spike's Junkyard Dogs,20,4,-71.400547,41.829483,http://www.yelp.com/biz/spikes-junkyard-dogs-providence-2,http://s3-media1.px.yelpcdn.com/bphoto/GjS0Zg60iXmLVLfD2VYzKA/ms.jpg
Brown University,Asian,Phonatic,30,3,-71.401182,41.827912,http://www.yelp.com/biz/phonatic-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Uncategorized,Neath's New American Bistro,4,4.5,-71.40660095,41.82320023,http://www.yelp.com/biz/neaths-new-american-bistro-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Uncategorized,Down City Food & Cocktails,2,4,-71.41139984,41.82239914,http://www.yelp.com/biz/down-city-food-and-cocktails-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Uncategorized,Wings To Go,10,4,-71.400786,41.829227,http://www.yelp.com/biz/wings-to-go-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Uncategorized,Mama Teresa of Providence,2,4.5,-71.41210175,41.82320023,http://www.yelp.com/biz/mama-teresa-of-providence-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,American,Au Bon Pain,2,2.5,-71.410464,41.82437,http://www.yelp.com/biz/au-bon-pain-providence-3,http://s3-media1.px.yelpcdn.com/bphoto/MmFNldxoxnKjGosX4AkvPA/ms.jpg
Brown University,American,Geoff's On Thayer,4,3,-71.400906,41.8282084,http://www.yelp.com/biz/geoffs-on-thayer-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,American,Jolly Roger Cafe,2,2.5,-71.4051652,41.8225012,http://www.yelp.com/biz/jolly-roger-cafe-providence,http://s3-media2.px.yelpcdn.com/bphoto/KVmeln_ljT-XoxtKqElOVA/ms.jpg
Brown University,American,Geoff's Superlative Sandwiches,44,4,-71.408292,41.8289298,http://www.yelp.com/biz/geoffs-superlative-sandwiches-providence,http://s3-media2.px.yelpcdn.com/bphoto/z3_hhB8o9FmnzsOLR3Va-Q/ms.jpg
Brown University,American,McCormick & Schmick's,31,3.5,-71.4131584,41.8246342,http://www.yelp.com/biz/mccormick-and-schmicks-providence,http://s3-media2.px.yelpcdn.com/bphoto/3OQBZPxn-MWLewCynuYf2g/ms.jpg
Brown University,American,Barnsider's Mile & A Quarter,3,4.5,-71.40370178,41.82099915,http://www.yelp.com/biz/barnsiders-mile-and-a-quarter-providence,http://s3-media3.px.yelpcdn.com/bphoto/TrcVd8N08pFIluqcUGV8xg/ms.jpg
Brown University,American,Hemenway's,70,3.5,-71.40673828,41.82412338,http://www.yelp.com/biz/hemenways-providence,http://s3-media4.px.yelpcdn.com/bphoto/1QnVDOjtee3Ps7K0BxstlA/ms.jpg
Brown University,American,Mill's Tavern,48,3.5,-71.40920258,41.82780075,http://www.yelp.com/biz/mills-tavern-providence,http://s3-media1.px.yelpcdn.com/bphoto/9bHF6yrE8CtHnoC_8ia-Uw/ms.jpg
Brown University,American,XO Steakhouse,6,4.5,-71.40969849,41.82860184,http://www.yelp.com/biz/xo-steakhouse-providence,http://s3-media2.px.yelpcdn.com/bphoto/XNwAZkBEgxShaezWaBxbjw/ms.jpg
Brown University,American,The Capital Grille,48,4.5,-71.4117403,41.8262872,http://www.yelp.com/biz/the-capital-grille-providence,http://s3-media4.px.yelpcdn.com/bphoto/bDO1l2IOVR4kmJacekOp1Q/ms.jpg
Brown University,Asian,Ten Prime Steak & Sushi,33,3.5,-71.409554,41.822955,http://www.yelp.com/biz/ten-prime-steak-and-sushi-providence,http://s3-media3.px.yelpcdn.com/bphoto/bnQHA3oRyHyI8qNhH8FELw/ms.jpg
Brown University,Asian,Haruki Express,12,3.5,-71.399673,41.827351,http://www.yelp.com/biz/haruki-express-providence,http://s3-media2.px.yelpcdn.com/bphoto/eh8VbKYbyoARjO39w-7Syg/ms.jpg
Brown University,Asian,Sakura Restaurant,69,3.5,-71.39969635,41.81940079,http://www.yelp.com/biz/sakura-restaurant-providence,http://s3-media2.px.yelpcdn.com/bphoto/jYy8mJfERR4hNOlyQ36JDA/ms.jpg
Brown University,Asian,Sushi Express,12,2.5,-71.40070343,41.82960129,http://www.yelp.com/biz/sushi-express-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,American,Flan Y Ajo,5,5,-71.412668,41.8230756,http://www.yelp.com/biz/flan-y-ajo-providence,http://s3-media2.px.yelpcdn.com/bphoto/vGofSe7nptGr_JYhDCudxg/ms.jpg
Brown University,Mexican,Cilantro Mexican Grill,31,2.5,-71.411168,41.822865,http://www.yelp.com/biz/cilantro-mexican-grill-providence,http://s3-media1.px.yelpcdn.com/bphoto/At18N_ehMPTmqaqJvQJnKw/ms.jpg
Brown University,Mexican,Aruba Steves,11,4,-71.4111801,41.8231363,http://www.yelp.com/biz/aruba-steves-providence,http://s3-media3.px.yelpcdn.com/bphoto/gti3gjUrELYyVb-fCh6vGg/ms.jpg
Brown University,Mexican,Baja's Burritos,18,4,-71.400636,41.829378,http://www.yelp.com/biz/bajas-burritos-providence,http://s3-media4.px.yelpcdn.com/bphoto/rsYA6Z8RT7DswlxxURk6Nw/ms.jpg
Brown University,Asian,Angkor,61,4.5,-71.3995258,41.8191775,http://www.yelp.com/biz/angkor-providence,http://s3-media2.px.yelpcdn.com/bphoto/w92exqTfKkYDl610BHeSJA/ms.jpg
Brown University,Asian,Spice Thai Bistro and East Side Perks,2,3.5,-71.399927,41.827507,http://www.yelp.com/biz/spice-thai-bistro-and-east-side-perks-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,Asian,Spice Thai Bistro,16,3,-71.398803,41.827473,http://www.yelp.com/biz/spice-thai-bistro-providence,http://s3-media3.px.yelpcdn.com/bphoto/rfDAOrtdT1mya1K1aGL_CQ/ms.jpg
Brown University,Asian,Sawaddee Thai Restaurant,30,3.5,-71.396378,41.821626,http://www.yelp.com/biz/sawaddee-thai-restaurant-providence,http://s3-media4.px.yelpcdn.com/bphoto/G6_CiMyNqPdAodDQkNiFfg/ms.jpg
Brown University,Asian,Pakarang Exquisite Thai Cuisine,22,3.5,-71.4048996,41.8219986,http://www.yelp.com/biz/pakarang-exquisite-thai-cuisine-providence,http://s3-media2.px.yelpcdn.com/bphoto/Cf9Rxx5SESJvzqt5QSI9Tg/ms.jpg
Brown University,Asian,O-Cha,6,3.5,-71.39980316,41.81940079,http://www.yelp.com/biz/o-cha-providence,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
Brown University,American,Like No Udder,15,5,-71.4128343,41.8239891,http://www.yelp.com/biz/like-no-udder-providence-2,http://s3-media2.px.yelpcdn.com/bphoto/ASGMEucxgRpO4dZEbF35Zw/ms.jpg
California Institute of Technology,American,Madeleine's,60,4,-118.1288034,34.1444739,http://www.yelp.com/biz/madeleines-pasadena,http://s3-media1.px.yelpcdn.com/bphoto/XWiTZujc8DA_VOPjyNDRkQ/ms.jpg
California Institute of Technology,American,Lemonade,12,4.5,-118.1322512,34.1432253,http://www.yelp.com/biz/lemonade-pasadena,http://s3-media1.px.yelpcdn.com/bphoto/2oW_Y3S40VR28iDlHPViUw/ms.jpg
California Institute of Technology,American,Cafe 140,6,4,-118.131842,34.143311,http://www.yelp.com/biz/cafe-140-pasadena,http://s3-media1.px.yelpcdn.com/bphoto/M-GNp8VQIXjOsoR6j5AANw/ms.jpg
California Institute of Technology,American,Cafe 140 South,91,3.5,-118.131842,34.143311,http://www.yelp.com/biz/cafe-140-south-pasadena,http://s3-media2.px.yelpcdn.com/bphoto/FL2F090x7QXcSlu_XiKjCw/ms.jpg
California Institute of Technology,American,Hamburger Hamlet,129,3.5,-118.1320038,34.14210129,http://www.yelp.com/biz/hamburger-hamlet-pasadena,http://s3-media3.px.yelpcdn.com/bphoto/kRDAtjPMXAJRbOtCZee4Mw/ms.jpg
California Institute of Technology,American,Bob's Big Boy Restaurant,63,3,-118.1317486,34.1408511,http://www.yelp.com/biz/bobs-big-boy-restaurant-pasadena,http://s3-media2.px.yelpcdn.com/bphoto/d1uJfC8bxZr2vVT-XUN1tg/ms.jpg
California Institute of Technology,Latin American,Chez Ruddock,4,3.5,-118.1226977,34.1378142,http://www.yelp.com/biz/chez-ruddock-pasadena,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
California Institute of Technology,American,Green Street Restaurant,413,3.5,-118.13141,34.14316,http://www.yelp.com/biz/green-street-restaurant-pasadena,http://s3-media2.px.yelpcdn.com/bphoto/5GdgiUyJpNoxNjq-nCcSTg/ms.jpg
California Institute of Technology,Mediterranean,Cafe Verde,187,3.5,-118.1305435,34.1445794,http://www.yelp.com/biz/cafe-verde-pasadena,http://s3-media4.px.yelpcdn.com/bphoto/10sOZotUu76aC5J0W3-wlw/ms.jpg
California Institute of Technology,American,Pie'n Burger,3,3.5,-118.1320038,34.13600159,http://www.yelp.com/biz/pie-n-burger-pasadena,http://s3-media1.px.yelpcdn.com/bphoto/c7obG0z2H0uWEyGsT9sdyQ/ms.jpg
California Institute of Technology,American,The Counter,391,3.5,-118.1314852,34.1434854,http://www.yelp.com/biz/the-counter-pasadena,http://s3-media2.px.yelpcdn.com/bphoto/8EpHus7BSE52QeCEY-7zLg/ms.jpg
California Institute of Technology,Asian,Panda Express Lake,10,3,-118.1320038,34.14170074,http://www.yelp.com/biz/panda-express-lake-pasadena,http://s3-media4.px.yelpcdn.com/bphoto/rQXt8ddgHuBr7kjE0drV0w/ms.jpg
California Institute of Technology,American,Eddie's Market,3,2.5,-118.1259647,34.142051,http://www.yelp.com/biz/eddies-market-pasadena,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
California Institute of Technology,American,Pie 'n Burger,479,3.5,-118.1320038,34.13600159,http://www.yelp.com/biz/pie-n-burger-pasadena-2,http://s3-media1.px.yelpcdn.com/bphoto/kgC1kB0rCIvcinQG4bFr0A/ms.jpg
California Institute of Technology,Uncategorized,Andy's Coffee Shop,55,3.5,-118.125,34.14580154,http://www.yelp.com/biz/andys-coffee-shop-pasadena,http://s3-media2.px.yelpcdn.com/bphoto/3xlCn4RkZEyXnfUHQbxoJw/ms.jpg
California Institute of Technology,Uncategorized,The Athenaeum,42,4.5,-118.121263,34.136592,http://www.yelp.com/biz/the-athenaeum-pasadena,http://s3-media1.px.yelpcdn.com/bphoto/wQMZ149RLOTR0YEHnCMnkg/ms.jpg
California Institute of Technology,Mexican,Baja Fresh,9,3,-118.1289978,34.14089966,http://www.yelp.com/biz/baja-fresh-pasadena,http://media1.px.yelpcdn.com/static/201012163223336441/img/gfx/blank_biz_medium.gif
